repo_owner,repo_name,Number of Components,vulnerability-proneness-all,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,vp-category-equalfreq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,commit_count,issue_count,network_count,subscribers_count,languages,lang_javascript,lang_typescript,lang_shell,lang_dockerfile,lang_python,lang_mustache,lang_handlebars,lang_html,lang_kotlin,lang_powershell,lang_makefile,lang_smarty,lang_cmake,lang_cplusplus,lang_ruby,lang_vue,lang_css,lang_swift,lang_rust,lang_hcl,lang_batchfile,lang_c#,lang_dart,lang_julia,lang_odin,lang_java,lang_nix,lang_objective_c,lang_jinja,lang_nunjucks,lang_jq,lang_php,lang_agda,lang_lua,dependencies_json,dep_count,dep_error,cat_api management,cat_chat,cat_code quality,cat_code review,cat_container ci,cat_continuous integration,cat_dependency management,cat_deployment,cat_game ci,cat_localization,cat_mobile,cat_mobile ci,cat_monitoring,cat_project management,cat_publishing,cat_security,cat_support,cat_testing,cat_utilities
mozilla-actions,sccache-action,33,2.0,6,7,24,2,129,14,1255,30,15,30,5,1255000,0,sccache github action,TypeScript,Apache License 2.0,False,True,129.0,224,181.0,24.0,2.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""mozilla-actions/sccache-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.3"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.14"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^7.16.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^7.11.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^9.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.31.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.11.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
octopusdeploy,install-octopus-cli-action,25,0.0,6,16,18,17,82,17,11777,30,10,30,1,11777000,0,| Public |  :octocat: GitHub Action to Install the Octopus CLI,TypeScript,Other,True,True,82.0,622,521.0,18.0,17.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""octopusdeploy/install-octopus-cli-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.11.1"", ""type"": ""production""}, {""name"": ""@actions/http-client"", ""version"": ""2.2.3"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""2.0.2"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""9.0.1"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.5.14"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.17.19"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""7.5.8"", ""type"": ""development""}, {""name"": ""@types/tmp"", ""version"": ""0.2.6"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""9.0.8"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""5.62.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""5.62.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.57.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""27.9.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-junit"", ""version"": ""15.0.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.8.8"", ""type"": ""development""}, {""name"": ""tmp"", ""version"": ""0.2.3"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.9.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 22, ""error"": null}}",22,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
reactivecircus,android-emulator-runner,28,24.0,6,30,201,15,1014,30,1968,30,76,30,8,1968000,2,"A GitHub Action for installing, configuring and running hardware-accelerated Android Emulators on macOS virtual machines.",TypeScript,Apache License 2.0,False,True,1028.0,254,407.0,202.0,15.0,"['TypeScript', 'JavaScript', 'Kotlin']",1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""reactivecircus/android-emulator-runner"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""minimist"", ""version"": ""^1.2.7"", ""type"": ""production""}, {""name"": ""set-value"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.2.0"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.11.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^5.41.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.41.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.26.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^8.5.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.26.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^4.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.2.2"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^29.2.2"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.7.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.0.3"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.8.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
readme-workflows,recent-activity,129,7.0,12,15,45,2,135,10,26228,30,10,30,9,26228000,2,Add your recent activity to your profile readme!,JavaScript,MIT License,True,True,137.0,5089,304.0,45.0,2.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""readme-workflows/recent-activity"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""actions-toolkit"", ""version"": ""^6.0.1"", ""type"": ""production""}, {""name"": ""axios"", ""version"": ""^1.4.0"", ""type"": ""production""}, {""name"": ""dateformat"", ""version"": ""^4.5.1"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""qs"", ""version"": ""^6.11.2"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.47.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^8.8.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^4.2.1"", ""type"": ""development""}, {""name"": ""nodemon"", ""version"": ""^2.0.22"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.8.8"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 12, ""error"": null}}",12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rebilly,lexi,582,4.0,1,14,2,21,39,7,5829,30,1,30,0,5829000,1,Reduce content complexity,TypeScript,MIT License,False,True,40.0,284,423.0,2.0,21.0,"['TypeScript', 'Vue', 'HTML', 'CSS']",,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,"{""repository"": ""rebilly/lexi"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""glob"", ""version"": ""^11.0.1"", ""type"": ""production""}, {""name"": ""rehype-stringify"", ""version"": ""^10.0.1"", ""type"": ""production""}, {""name"": ""remark"", ""version"": ""^14.0.3"", ""type"": ""production""}, {""name"": ""remark-gfm"", ""version"": ""^4.0.1"", ""type"": ""production""}, {""name"": ""remark-parse"", ""version"": ""^11.0.0"", ""type"": ""production""}, {""name"": ""remark-rehype"", ""version"": ""^11.1.1"", ""type"": ""production""}, {""name"": ""strip-markdown"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""text-readability"", ""version"": ""^1.1.0"", ""type"": ""production""}, {""name"": ""unified"", ""version"": ""^11.0.5"", ""type"": ""production""}, {""name"": ""unist-util-visit"", ""version"": ""^5.0.0"", ""type"": ""production""}, {""name"": ""@guolao/vue-monaco-editor"", ""version"": ""^1.5.4"", ""type"": ""development""}, {""name"": ""@rebilly/revel"", ""version"": ""^8.7.3"", ""type"": ""development""}, {""name"": ""@types/glob"", ""version"": ""^8.1.0"", ""type"": ""development""}, {""name"": ""@types/mdast"", ""version"": ""^4.0.4"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.5"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^8.24.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""@vitejs/plugin-vue"", ""version"": ""^5.2.1"", ""type"": ""development""}, {""name"": ""commander"", ""version"": ""^13.1.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^5.1.8"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.2.3"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""moment"", ""version"": ""^2.30.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.5.2"", ""type"": ""development""}, {""name"": ""tsx"", ""version"": ""^4.19.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.3"", ""type"": ""development""}, {""name"": ""vite"", ""version"": ""^6.1.0"", ""type"": ""development""}, {""name"": ""vite-plugin-mkcert"", ""version"": ""^1.17.6"", ""type"": ""development""}, {""name"": ""vitest"", ""version"": ""^3.0.5"", ""type"": ""development""}, {""name"": ""vue"", ""version"": ""^3.5.13"", ""type"": ""development""}, {""name"": ""vue-codemirror"", ""version"": ""^6.1.1"", ""type"": ""development""}, {""name"": ""vue-tsc"", ""version"": ""^2.2.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 36, ""error"": null}}",36,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reedyuk,npm-version,8,1.0,1,7,5,3,19,5,60,9,1,5,0,60000,0,,JavaScript,GNU General Public License v3.0,False,True,19.0,157,9.0,5.0,3.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""reedyuk/npm-version"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.9.1"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 1, ""error"": null}}",1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
reggionick,s3-deploy,10,0.0,10,12,84,4,249,18,477,30,14,30,3,477000,0,Easily deploy a static website to AWS S3 and invalidate CloudFront distribution,JavaScript,MIT License,False,True,250.0,98,211.0,86.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""reggionick/s3-deploy"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""env-cmd"", ""version"": ""^10.1.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.3.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 6, ""error"": null}}",6,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
satak,webrequest-action,19,8.0,3,10,16,2,48,2,1120,30,2,30,2,1120000,2,GitHub action for web requests,JavaScript,MIT License,False,True,49.0,87,36.0,16.0,2.0,"['JavaScript', 'PowerShell']",1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""satak/webrequest-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""axios"", ""version"": ""^1.6.1"", ""type"": ""production""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
scribemd,docker-cache,575,20.0,4,26,28,1,105,4,50542,30,14,30,6,50542000,2,Cache Docker Images Whether Built or Pulled,TypeScript,MIT License,False,True,107.0,809,831.0,28.0,1.0,"['TypeScript', 'Dockerfile']",,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""scribemd/docker-cache"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""3.2.2"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""1.10.1"", ""type"": ""production""}, {""name"": ""@cspell/dict-win32"", ""version"": ""2.0.3"", ""type"": ""development""}, {""name"": ""@fast-check/jest"", ""version"": ""1.8.0"", ""type"": ""development""}, {""name"": ""@jest/globals"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""@jest/types"", ""version"": ""29.6.3"", ""type"": ""development""}, {""name"": ""@tsconfig/node20"", ""version"": ""20.1.2"", ""type"": ""development""}, {""name"": ""@tsconfig/strictest"", ""version"": ""2.0.3"", ""type"": ""development""}, {""name"": ""@types/eslint"", ""version"": ""8.56.6"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.11.30"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.3.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""7.3.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.1"", ""type"": ""development""}, {""name"": ""@yarnpkg/sdks"", ""version"": ""3.1.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.57.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.1.0"", ""type"": ""development""}, {""name"": ""fast-check"", ""version"": ""3.16.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-junit"", ""version"": ""16.0.0"", ""type"": ""development""}, {""name"": ""jest-mock"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.1.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.1.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.4.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 24, ""error"": null}}",24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sethcohen,github-releases-to-discord,35,2.0,1,26,9,2,29,7,1232,30,1,30,0,1232000,0,Posts a GitHub Release changelog to a specified Discord channel,JavaScript,MIT License,False,False,29.0,117,45.0,9.0,2.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""sethcohen/github-releases-to-discord"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""node-fetch"", ""version"": ""^3.3.2"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
simonscholz,google-chat-action,38,1.0,7,2,5,2,19,2,981,30,7,30,6,981000,0,GitHub Action to send notifications to a google chat using the cards v2 syntax,TypeScript,Apache License 2.0,False,False,20.0,59,161.0,5.0,2.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""simonscholz/google-chat-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.14.2"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^7.13.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^7.13.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.56.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^5.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsonc"", ""version"": ""^2.16.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.3.2"", ""type"": ""development""}, {""name"": ""prettier-eslint"", ""version"": ""^16.3.0"", ""type"": ""development""}, {""name"": ""rimraf"", ""version"": ""^5.0.7"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.4.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 20, ""error"": null}}",20,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spectralops,spectral-github-action,12,3.0,3,5,9,3,14,8,199,15,1,10,1,199000,1,Spectral Security Integration into your Github Actions pipeline,JavaScript,MIT License,False,False,14.0,28,15.0,9.0,3.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""spectralops/spectral-github-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^1.7.1"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
svanboxel,zaproxy-to-ghas,25,4.0,2,3,4,3,16,4,326,30,6,30,2,326000,1,Present ZAProxy results in GitHub Advanced Security ,TypeScript,MIT License,True,False,16.0,58,44.0,4.0,3.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""svanboxel/zaproxy-to-ghas"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^0.5.2"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""^16.11.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.0.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.31.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.32.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.1.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^25.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.2.5"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.4.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.0.6"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.4.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 13, ""error"": null}}",13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
